;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UF;COD_MUNICIPIO;NOME_MUNICIPIO;MRG;ZP;MODULO_FISCAL_ha;ZTM_IE 50/97;FMP_ha;AREAS_ESPECIAIS;;;;;;;;;;;;;
MA;2112506;TUTÓIA;004;3;70;C1-7;4;L, PA;;;;;;;;;;;;;
MA;2112605;URBANO SANTOS;014;4;70;B3-6;4;PA;;;;;;;;;;;;;
MA;2112704;VARGEM GRANDE;006;4;70;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2112803;VIANA;005;3;55;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2112852;VILA NOVA DOS MARTÍRIOS;009;4;75;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2112902;VITÓRIA DO MEARIM;005;3;60;B3-6;4;A, PA;;;;;;;;;;;;;
MA;2113009;VITORINO FREIRE;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
MA;2114007;ZÉ DOCA;008;4;60;B2-5;3;A, PA;;;;;;;;;;;;;
PI;2200053;ACAUÃ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2200103;AGRICOLÂNDIA;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200202;ÁGUA BRANCA;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200251;ALAGOINHA DO PIAUÍ;014;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2200277;ALEGRETE DO PIAUÍ;014;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2200301;ALTO LONGÁ;004;4;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200400;ALTOS;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2200459;ALVORADA DO GURGUÉIA;010;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200509;AMARANTE;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200608;ANGICAL DO PIAUÍ;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200707;ANÍSIO DE ABREU;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2200806;ANTÔNIO ALMEIDA;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2200905;AROAZES;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2200954;AROEIRAS DO ITAIM;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201002;ARRAIAL;005;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201051;ASSUNÇÃO DO PIAUÍ;004;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2201101;AVELINO LOPES;012;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2201150;BAIXA GRANDE DO RIBEIRO;007;5;75;B3-6;4;;;;;;;;;;;;;;
PI;2201176;BARRA D'ALCÂNTARA;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201200;BARRAS;001;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2201309;BARREIRAS DO PIAUÍ;010;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2201408;BARRO DURO;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2201507;BATALHA;001;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2201556;BELA VISTA DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201572;BELÉM DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201606;BENEDITINOS;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2201705;BERTOLÍNIA;008;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201739;BETÂNIA DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201770;BOA HORA;001;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2201804;BOCAINA;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2201903;BOM JESUS;010;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2201919;BOM PRINCÍPIO DO PIAUÍ;002;3;55;B2-5;3;S, PA;;;;;;;;;;;;;
PI;2201929;BONFIM DO PIAUÍ;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2201945;BOQUEIRÃO DO PIAUÍ;004;4;55;B3-6;4;S;;;;;;;;;;;;;
PI;2201960;BRASILEIRA;001;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2201988;BREJO DO PIAUÍ;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202000;BURITI DOS LOPES;002;3;55;B2-5;3;S, PA;;;;;;;;;;;;;
PI;2202026;BURITI DOS MONTES;004;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2202059;CABECEIRAS DO PIAUÍ;001;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202075;CAJAZEIRAS DO PIAUÍ;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202083;CAJUEIRO DA PRAIA;002;3;55;B2-5;3;L, S;;;;;;;;;;;;;
PI;2202091;CALDEIRÃO GRANDE DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2202109;CAMPINAS DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2202117;CAMPO ALEGRE DO FIDALGO;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202133;CAMPO GRANDE DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2202174;CAMPO LARGO DO PIAUÍ;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202208;CAMPO MAIOR;004;4;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202251;CANAVIEIRA;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202307;CANTO DO BURITI;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202406;CAPITÃO DE CAMPOS;004;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2202455;CAPITÃO GERVÁSIO OLIVEIRA;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2202505;CARACOL;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202539;CARAUBAS DO PIAUÍ;002;3;55;B2-5;3;S, PA;;;;;;;;;;;;;
PI;2202554;CARIDADE DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2202604;CASTELO DO PIAUÍ;004;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202653;CAXINGÓ;002;3;55;B2-5;3;S;;;;;;;;;;;;;
PI;2202703;COCAL;002;4;60;B2-5;3;S;;;;;;;;;;;;;
PI;2202711;COCAL DE TELHA;004;4;55;B3-6;4;S;;;;;;;;;;;;;
PI;2202729;COCAL DOS ALVES;002;4;60;B2-5;3;S;;;;;;;;;;;;;
PI;2202737;COIVARAS;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2202752;COLÔNIA DO GURGUÉIA;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202778;COLÔNIA DO PIAUÍ;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202802;CONCEIÇÃO DO CANINDÉ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2202851;CORONEL JOSÉ DIAS;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2202901;CORRENTE;012;4;75;B3-6;4;;;;;;;;;;;;;;
PI;2203008;CRISTALÂNDIA DO PIAUÍ;012;4;75;B3-6;4;;;;;;;;;;;;;;
PI;2203107;CRISTINO CASTRO;010;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203206;CURIMATÁ;012;4;75;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203230;CURRAIS;010;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203255;CURRALINHOS;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2203271;CURRAL NOVO DO PIAUÍ;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203305;DEMERVAL LOBÃO;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2203354;DIRCEU ARCOVERDE;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2203404;DOM EXPEDITO LOPES;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2203420;DOMINGOS MOURÃO;004;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203453;DOM INOCÊNCIO;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2203503;ELESBÃO VELOSO;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2203602;ELISEU MARTINS;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203701;ESPERANTINA;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203750;FARTURA DO PIAUÍ;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2203800;FLORES DO PIAUÍ;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203859;FLORESTA DO PIAUÍ;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2203909;FLORIANO;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2204006;FRANCINÓPOLIS;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2204105;FRANCISCO AYRES;005;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2204154;FRANCISCO MACEDO;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2204204;FRANCISCO SANTOS;014;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2204303;FRONTEIRAS;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2204352;GEMINIANO;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2204402;GILBUÉS;010;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2204501;GUADALUPE;009;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2204550;GUARIBAS;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2204600;HUGO NAPOLEÃO;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2204659;ILHA GRANDE;002;3;55;B2-5;3;S, L, PA;;;;;;;;;;;;;
PI;2204709;INHUMA;006;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2204808;IPIRANGA DO PIAUÍ;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2204907;ISAÍAS COELHO;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2205003;ITAINÓPOLIS;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2205102;ITAUEIRA;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205151;JACOBINA DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2205201;JAICÓS;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205250;JARDIM DO MULATO;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205276;JATOBÁ DO PIAUÍ;004;4;55;B3-6;4;S;;;;;;;;;;;;;
PI;2205300;JERUMENHA;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205359;JOÃO COSTA;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205409;JOAQUIM PIRES;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205458;JOCA MARQUES;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205508;JOSÉ DE FREITAS;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2205516;JUAZEIRO DO PIAUÍ;004;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2205524;JÚLIO BORGES;012;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2205532;JUREMA;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205540;LAGOINHA DO PIAUÍ;005;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2205557;LAGOA ALEGRE;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2205565;LAGOA DO BARRO DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2205573;LAGOA DE SÃO FRANCISCO;004;4;60;B3-6;4;S;;;;;;;;;;;;;
PI;2205581;LAGOA DO PIAUÍ;003;3;30;A1-1;2;S, R;;;;;;;;;;;;;
PI;2205599;LAGOA DO SÍTIO;006;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205607;LANDRI SALES;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205706;LUÍS CORREIA;002;3;55;B2-5;3;L, S;;;;;;;;;;;;;
PI;2205805;LUZILÂNDIA;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205854;MADEIRO;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205904;MANOEL EMÍDIO;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2205953;MARCOLÂNDIA;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2206001;MARCOS PARENTE;008;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2206050;MASSAPÊ DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2206100;MATIAS OLÍMPIO;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2206209;MIGUEL ALVES;001;3;30;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2206308;MIGUEL LEÃO;003;4;70;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2206357;MILTON BRANDÃO;004;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2206407;MONSENHOR GIL;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2206506;MONSENHOR HIPÓLITO;014;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2206605;MONTE ALEGRE DO PIAUÍ;010;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2206654;MORRO CABEÇA NO TEMPO;012;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2206670;MORRO DO CHAPÉU DO PIAUÍ;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2206696;MURICI DOS PORTELAS;002;3;55;B2-5;3;S;;;;;;;;;;;;;
PI;2206704;NAZARÉ DO PIAUÍ;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2206720;NAZÁRIA;003;3;15;A1-1;2;S, PA;;;;;;;;;;;;;
PI;2206753;NOSSA SENHORA DE NAZARÉ;004;4;55;B3-6;4;S;;;;;;;;;;;;;
PI;2206803;NOSSA SENHORA DOS REMÉDIOS;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2206902;NOVO ORIENTE DO PIAUÍ;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2206951;NOVO SANTO ANTÔNIO;004;4;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207009;OEIRAS;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207108;OLHO D'ÁGUA DO PIAUÍ;005;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2207207;PADRE MARCOS;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2207306;PAES LANDIM;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207355;PAJEÚ DO PIAUÍ;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207405;PALMEIRA DO PIAUÍ;010;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2207504;PALMEIRAIS;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207553;PAQUETÁ;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2207603;PARNAGUÁ;012;4;75;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207702;PARNAÍBA;002;3;55;B2-5;3;L, S, PA;;;;;;;;;;;;;
PI;2207751;PASSAGEM FRANCA DO PIAUÍ;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207777;PATOS DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2207793;PAU D'ARCO DO PIAUÍ;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2207801;PAULISTANA;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207850;PAVUSSU;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207900;PEDRO II;004;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207934;PEDRO LAURENTINO;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2207959;NOVA SANTA RITA;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208007;PICOS;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208106;PIMENTEIRAS;006;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208205;PIO IX;014;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208304;PIRACURUCA;002;4;60;B2-5;3;S, PA;;;;;;;;;;;;;
PI;2208403;PIRIPIRI;001;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208502;PORTO;001;3;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208551;PORTO ALEGRE DO PIAUÍ;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208601;PRATA DO PIAUÍ;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2208650;QUEIMADA NOVA;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2208700;REDENÇÃO DO GURGUÉIA;010;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208809;REGENERAÇÃO;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208858;RIACHO FRIO;012;4;75;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2208874;RIBEIRA DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2208908;RIBEIRO GONÇALVES;007;5;75;B3-6;4;;;;;;;;;;;;;;
PI;2209005;RIO GRANDE DO PIAUÍ;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2209104;SANTA CRUZ DO PIAUÍ;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209153;SANTA CRUZ DOS MILAGRES;006;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2209203;SANTA FILOMENA;007;5;75;B3-6;4;S;;;;;;;;;;;;;
PI;2209302;SANTA LUZ;010;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209351;SANTANA DO PIAUÍ;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209377;SANTA ROSA DO PIAUÍ;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209401;SANTO ANTÔNIO DE LISBOA;014;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209450;SANTO ANTÔNIO DOS MILAGRES;005;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209500;SANTO INÁCIO DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209559;SÃO BRÁZ DO PIAUÍ;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209609;SÃO FÉLIX DO PIAUÍ;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209658;SÃO FRANCISCO DE ASSIS DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209708;SÃO FRANCISCO DO PIAUÍ;009;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209757;SÃO GONÇALO DO GURGUÉIA;010;4;75;B3-6;4;S;;;;;;;;;;;;;
PI;2209807;SÃO GONÇALO DO PIAUÍ;005;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209856;SÃO JOÃO DA CANABRAVA;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2209872;SÃO JOÃO DA FRONTEIRA;002;4;60;B2-5;3;S;;;;;;;;;;;;;
PI;2209906;SÃO JOÃO DA SERRA;004;4;55;B3-6;4;S;;;;;;;;;;;;;
PI;2209955;SÃO JOÃO DA VARJOTA;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2209971;SÃO JOÃO DO ARRAIAL;001;3;55;B3-6;4;S;;;;;;;;;;;;;
PI;2210003;SÃO JOÃO DO PIAUÍ;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210052;SÃO JOSÉ DO DIVINO;002;4;60;B2-5;3;S, PA;;;;;;;;;;;;;
PI;2210102;SÃO JOSÉ DO PEIXE;009;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210201;SÃO JOSÉ DO PIAUÍ;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210300;SÃO JULIÃO;014;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210359;SÃO LOURENÇO DO PIAUÍ;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210375;SÃO LUIS DO PIAUÍ;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210383;SÃO MIGUEL DA BAIXA GRANDE;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210391;SÃO MIGUEL DO FIDALGO;009;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210409;SÃO MIGUEL DO TAPUIO;004;4;60;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210508;SÃO PEDRO DO PIAUÍ;005;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210607;SÃO RAIMUNDO NONATO;011;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210623;SEBASTIÃO BARROS;012;4;75;B3-6;4;;;;;;;;;;;;;;
PI;2210631;SEBASTIÃO LEAL;008;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210656;SIGEFREDO PACHECO;004;4;55;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210706;SIMÕES;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210805;SIMPLÍCIO MENDES;015;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2210904;SOCORRO DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210938;SUSSUAPARA;013;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210953;TAMBORIL DO PIAUÍ;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2210979;TANQUE DO PIAUÍ;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2211001;TERESINA;003;3;15;A1-1;2;S, C, PA, R;;;;;;;;;;;;;
PI;2211100;UNIÃO;003;3;30;A1-1;2;S, PA, R;;;;;;;;;;;;;
PI;2211209;URUÇUÍ;007;5;75;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2211308;VALENÇA DO PIAUÍ;006;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
PI;2211357;VÁRZEA BRANCA;011;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2211407;VÁRZEA GRANDE;006;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2211506;VERA MENDES;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2211605;VILA NOVA DO PIAUÍ;015;4;70;B3-6;4;S;;;;;;;;;;;;;
PI;2211704;WALL FERRAZ;013;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2300101;ABAIARA;033;4;45;B3-6;4;S;;;;;;;;;;;;;
CE;2300150;ACARAPE;013;3;35;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2300200;ACARAÚ;001;3;55;B3-6;4;L, PA;;;;;;;;;;;;;
CE;2300309;ACOPIARA;021;4;40;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2300408;AIUABA;020;5;90;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2300507;ALCÂNTARAS;004;4;40;B3-6;4;S;;;;;;;;;;;;;
CE;2300606;ALTANEIRA;030;4;50;B3-6;4;S;;;;;;;;;;;;;
CE;2300705;ALTO SANTO;023;4;55;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2300754;AMONTADA;008;4;50;B3-6;4;L, S, PA;;;;;;;;;;;;;
CE;2300804;ANTONINA DO NORTE;027;4;50;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2300903;APUIARÉS;011;4;50;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301000;AQUIRAZ;016;2;10;A1-1;2;L, M, S, PA;;;;;;;;;;;;;
CE;2301109;ARACATI;022;4;45;B3-6;4;L, S, PA;;;;;;;;;;;;;
CE;2301208;ARACOIABA;013;3;40;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301257;ARARENDÁ;018;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301307;ARARIPE;029;4;65;B3-6;4;S;;;;;;;;;;;;;
CE;2301406;ARATUBA;013;3;20;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301505;ARNEIROZ;020;5;90;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301604;ASSARÉ;029;4;50;B3-6;4;S;;;;;;;;;;;;;
CE;2301703;AURORA;031;4;45;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301802;BAIXIO;028;4;40;B3-6;4;S;;;;;;;;;;;;;
CE;2301851;BANABUIÚ;019;4;50;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2301901;BARBALHA;032;4;26;A2-2;2;S;;;;;;;;;;;;;
CE;2301950;BARREIRA;014;3;35;B3-6;4;S;;;;;;;;;;;;;
CE;2302008;BARRO;031;4;45;B3-6;4;S;;;;;;;;;;;;;
CE;2302057;BARROQUINHA;001;3;55;B3-6;4;L, S, PA;;;;;;;;;;;;;
CE;2302107;BATURITÉ;013;3;40;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2302206;BEBERIBE;015;3;28;B3-6;4;L, S, PA;;;;;;;;;;;;;
CE;2302305;BELA CRUZ;001;3;40;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2302404;BOA VIAGEM;019;4;50;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2302503;BREJO SANTO;033;4;45;B3-6;4;S;;;;;;;;;;;;;
CE;2302602;CAMOCIM;001;3;55;B3-6;4;L, S, PA;;;;;;;;;;;;;
CE;2302701;CAMPOS SALES;029;4;70;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2302800;CANINDÉ;012;5;50;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2302909;CAPISTRANO;013;3;45;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2303006;CARIDADE;012;5;50;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2303105;CARIRÉ;005;4;55;B2-5;3;S, PA;;;;;;;;;;;;;
CE;2303204;CARIRIAÇU;030;4;45;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2303303;CARIÚS;027;4;40;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2303402;CARNAUBAL;002;3;50;B3-6;4;S;;;;;;;;;;;;;
CE;2303501;CASCAVEL;015;3;28;B3-6;4;L, S, PA;;;;;;;;;;;;;
CE;2303600;CATARINA;020;5;90;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2303659;CATUNDA;007;5;55;B3-6;4;S, PA;;;;;;;;;;;;;
CE;2303709;CAUCAIA;016;2;15;A1-1;2;L, M, S, PA;;;;;;;;;;;;;
CE;2303808;CEDRO;026;4;40;B2-5;3;S, PA;;;;;;;;;;;;;
